finalWorth,personName,age,country,industries,selfMade,status,gender,gdp_country,total_tax_rate_country,population_country
4600,Fred Smith,78,United States,Logistics,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4600,Barry Sternlicht,62,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4600,Maximilian Viessmann,34,Germany,Manufacturing,FALSE,D,M,"$3,845,630,030,824 ",48.8,83132799
4600,Russ Weiner,52,United States,Food & Beverage,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4600,Xue Min,66,China,Healthcare,TRUE,N,M,"$19,910,000,000,000 ",59.2,1397715000
4500,Juan Domingo Beckmann Legorreta & family,55,Mexico,Food & Beverage,FALSE,U,M,"$1,258,286,717,125 ",55.1,126014024
4500,Dietmar Hopp & family,82,Germany,Technology,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
4500,Jiang Bin,56,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4500,Joseph Liemandt,54,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4500,Theo Mueller,83,Switzerland,Food & Beverage,FALSE,D,M,"$703,082,435,360 ",28.8,8574832
4500,N.R. Narayana Murthy,76,India,Technology,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
4500,Odd Reitan & family,71,Norway,Fashion & Retail,FALSE,D,M,"$403,336,363,636 ",36.2,5347896
4500,Marc Rowan,60,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4500,Hussain Sajwani,70,United Arab Emirates,Real Estate,TRUE,U,M,"$421,142,267,938 ",15.9,9770529
4500,David Velez & family,41,Brazil,Finance & Investments,TRUE,D,M,"$1,839,758,040,766 ",65.1,212559417
4500,Xu Jinfu,59,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4500,You Xiaoping & family,65,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4400,Stéphane Bancel,50,United States,Healthcare,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4400,Margot Birmingham Perot,89,United States,Technology,FALSE,U,F,"$21,427,700,000,000 ",36.6,328239523
4400,Neal Blue & family,88,United States,Manufacturing,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4400,Jim Davis,63,United States,Service,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4400,Rafael Del Pino,64,Spain,Construction & Engineering,FALSE,U,M,"$1,394,116,310,769 ",47,47076781
4400,Peter Grogg,81,Switzerland,Healthcare,TRUE,D,M,"$703,082,435,360 ",28.8,8574832
4400,Christian Haub,58,Germany,Fashion & Retail,FALSE,E,M,"$3,845,630,030,824 ",48.8,83132799
4400,Mangal Prabhat Lodha,67,India,Real Estate,TRUE,D,M,"$2,611,000,000,000 ",49.7,1366417754
4400,Jeffrey Lurie & family,71,United States,Sports,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4400,Joe Mansueto,66,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4400,Qian Dongqi & family,65,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4400,Mikhail Shelkov,54,Russia,Metals & Mining,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
4300,Patrick Drahi,59,Switzerland,Telecom,TRUE,D,M,"$703,082,435,360 ",28.8,8574832
4300,Behdad Eghbali,46,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4300,Juan Carlos Escotet,63,Spain,Finance & Investments,TRUE,U,M,"$1,394,116,310,769 ",47,47076781
4300,Jose E. Feliciano,49,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4300,Hu Kaijun,61,China,Healthcare,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
4300,Johnelle Hunt,91,United States,Logistics,TRUE,D,F,"$21,427,700,000,000 ",36.6,328239523
4300,Marian Ilitch,90,United States,Food & Beverage,TRUE,D,F,"$21,427,700,000,000 ",36.6,328239523
4300,Daryl Katz,61,Canada,Diversified,TRUE,D,M,"$1,736,425,629,520 ",24.5,36991981
4300,Andrei Kozitsyn,62,Russia,Metals & Mining,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
4300,Timur Kulibaev,56,Kazakhstan,Finance & Investments,TRUE,U,M,"$180,161,741,180 ",28.4,18513930
4300,Dinara Kulibaeva,55,Kazakhstan,Finance & Investments,FALSE,U,F,"$180,161,741,180 ",28.4,18513930
4300,Gwendolyn Sontheim Meyer,61,United States,Food & Beverage,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
4300,Jay Paul,75,United States,Real Estate,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4300,Pham Nhat Vuong,54,Vietnam,Diversified,TRUE,D,M,"$261,921,244,843 ",37.6,96462106
4300,Jon Stryker,64,United States,Healthcare,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4300,Frank Wang,42,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4300,Wang Junshi & family,74,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4300,Wang Wenjing,58,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4300,Herbert Wertheim,83,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4200,Shari Arison,65,Israel,Service,FALSE,D,F,"$395,098,666,122 ",25.3,9053300
4200,Pyotr Aven,68,Latvia,Finance & Investments,TRUE,D,M,"$34,117,202,555 ",38.1,1912789
4200,Chan Laiwa & family,82,China,Real Estate,TRUE,D,F,"$19,910,000,000,000 ",59.2,1397715000
4200,Chen Hua,57,China,Real Estate,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
4200,Thomas Hagen,87,United States,Finance & Investments,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4200,"Rupert Johnson, Jr.",82,United States,Finance & Investments,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
4200,Dewi Kam,72,Indonesia,Energy,TRUE,N,F,"$1,119,190,780,753 ",30.1,270203917
4200,Min Kao & family,74,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4200,Marc Ladreit de Lacharriere,82,France,Finance & Investments,TRUE,U,M,"$2,715,518,274,227 ",60.7,67059887
4200,Eric Lefkofsky,53,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4200,Lin Bin,55,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4200,Lin Li,59,China,Finance & Investments,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4200,Michael Moritz,68,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4200,Jean (Gigi) Pritzker,60,United States,Service,FALSE,U,F,"$21,427,700,000,000 ",36.6,328239523
4200,E. Joe Shoen,73,United States,Automotive,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4200,Jeff Skoll,58,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4200,Lynsi Snyder,40,United States,Food & Beverage,FALSE,E,F,"$21,427,700,000,000 ",36.6,328239523
4200,Djoko Susanto,73,Indonesia,Fashion & Retail,TRUE,U,M,"$1,119,190,780,753 ",30.1,270203917
4200,Tahir & family,71,Indonesia,Diversified,TRUE,U,M,"$1,119,190,780,753 ",30.1,270203917
4200,Peter Thiel,55,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4100,Andrej Babis,68,Czech Republic,Food & Beverage,TRUE,D,M,"$246,489,245,495 ",46.1,10669709
4100,Danielle Bellon & family,83,France,Service,FALSE,U,F,"$2,715,518,274,227 ",60.7,67059887
4100,Hubert Burda,83,Germany,Media & Entertainment,FALSE,U,M,"$3,845,630,030,824 ",48.8,83132799
4100,Nick Caporella,87,United States,Food & Beverage,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4100,John Catsimatidis,74,United States,Energy,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4100,Scott Cook,70,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4100,Luca Garavoglia,54,Italy,Food & Beverage,FALSE,U,M,"$2,001,244,392,042 ",59.1,60297396
4100,Antti Herlin,66,Finland,Manufacturing,FALSE,D,M,"$268,761,201,365 ",36.6,5520314
4100,Hong Jie,55,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
4100,"Jeremy Jacobs, Sr. & family",83,United States,Service,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4100,Igor Kesaev,56,Russia,Fashion & Retail,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
4100,Mary Alice Dorrance Malone,73,United States,Food & Beverage,FALSE,U,F,"$21,427,700,000,000 ",36.6,328239523
4100,Joao Moreira Salles,61,Brazil,Diversified,FALSE,U,M,"$1,839,758,040,766 ",65.1,212559417
4100,Walther Moreira Salles Junior,66,Brazil,Finance & Investments,FALSE,U,M,"$1,839,758,040,766 ",65.1,212559417
4100,Arturo Moreno,76,United States,Sports,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4100,Peter Spuhler,63,Switzerland,Manufacturing,TRUE,D,M,"$703,082,435,360 ",28.8,8574832
4100,Donald Sterling,88,United States,Real Estate,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4100,Kerry Stokes,82,Australia,Diversified,TRUE,D,M,"$1,392,680,589,329 ",47.4,25766605
4100,Ken Xie,60,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4100,Liangzhi Xie & family,57,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4000,Sid Bass,80,United States,Energy,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4000,Ben Chestnut,48,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4000,Elisabeth DeLuca & family,75,United States,Food & Beverage,FALSE,N,F,"$21,427,700,000,000 ",36.6,328239523
4000,Guangchang Guo,56,China,Diversified,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4000,Vinod Rai Gupta,77,India,Manufacturing,FALSE,U,F,"$2,611,000,000,000 ",49.7,1366417754
4000,John Henry,73,United States,Sports,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4000,Travis Kalanick,46,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4000,Koon Poh Keong,61,Malaysia,Manufacturing,TRUE,D,M,"$364,701,517,788 ",38.7,32447385
4000,Dan Kurzius,51,United States,Technology,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4000,Paul Lee,65,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
4000,Tobi Lutke,42,Canada,Technology,TRUE,D,M,"$1,736,425,629,520 ",24.5,36991981
4000,Gail Miller,79,United States,Automotive,TRUE,U,F,"$21,427,700,000,000 ",36.6,328239523
4000,Rajan Mittal,63,India,Telecom,FALSE,Split Family Fortune,M,"$2,611,000,000,000 ",49.7,1366417754
4000,Rakesh Mittal,67,India,Telecom,FALSE,Split Family Fortune,M,"$2,611,000,000,000 ",49.7,1366417754
4000,Isaac Perlmutter,80,United States,Media & Entertainment,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
4000,"Bernard Saul, II.",90,United States,Finance & Investments,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
4000,Shaul Shani,68,Italy,Telecom,TRUE,D,M,"$2,001,244,392,042 ",59.1,60297396
4000,Steven Spielberg,76,United States,Media & Entertainment,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
4000,Jerzy Starak,75,Poland,Healthcare,TRUE,E,M,"$592,164,400,688 ",40.8,37970874
4000,Torbjorn Tornqvist,69,Switzerland,Energy,TRUE,U,M,"$703,082,435,360 ",28.8,8574832
4000,Rufino Vigil Gonzalez,74,Mexico,Metals & Mining,TRUE,U,M,"$1,258,286,717,125 ",55.1,126014024
4000,Zhang Daocai,73,China,Diversified,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
3900,Juergen Blickle,76,Germany,Manufacturing,FALSE,D,M,"$3,845,630,030,824 ",48.8,83132799
3900,"Austen Cargill, II.",72,United States,Food & Beverage,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
3900,"James Cargill, II.",73,United States,Food & Beverage,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
3900,Vanich Chaiyawan,91,Thailand,Finance & Investments,TRUE,U,M,"$543,649,976,166 ",29.5,69625582
3900,Chen Dongsheng,65,China,Finance & Investments,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
3900,Mong-Koo Chung,85,South Korea,Automotive,FALSE,D,M,"$2,029,000,000,000 ",33.2,51709098
3900,Giuseppe De'Longhi & family,83,Italy,Fashion & Retail,FALSE,D,M,"$2,001,244,392,042 ",59.1,60297396
3900,Guenther Fielmann & family,83,Germany,Healthcare,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
3900,W. Herbert Hunt,94,United States,Energy,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
3900,James Irsay,63,United States,Sports,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
3900,Marianne Liebmann,69,United States,Food & Beverage,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
3900,Jorge Moll Filho & family,78,Brazil,Healthcare,TRUE,D,M,"$1,839,758,040,766 ",65.1,212559417
3900,Fernando Roberto Moreira Salles,76,Brazil,Diversified,FALSE,U,M,"$1,839,758,040,766 ",65.1,212559417
3900,Pedro Moreira Salles,63,Brazil,Diversified,FALSE,U,M,"$1,839,758,040,766 ",65.1,212559417
3900,Gabe Newell,60,United States,Gambling & Casinos,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3900,Alfred Oetker,56,Germany,Fashion & Retail,FALSE,U,M,"$3,845,630,030,824 ",48.8,83132799
3900,Carl Ferdinand Oetker,50,Germany,Fashion & Retail,FALSE,U,M,"$3,845,630,030,824 ",48.8,83132799
3900,Julia Oetker,44,Germany,Fashion & Retail,FALSE,U,F,"$3,845,630,030,824 ",48.8,83132799
3900,Ruan Hongliang & family,62,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3900,Mark Stevens,63,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3900,Nusli Wadia,79,India,Food & Beverage,FALSE,U,M,"$2,611,000,000,000 ",49.7,1366417754
3900,Wu Yiling,73,China,Healthcare,TRUE,E,M,"$19,910,000,000,000 ",59.2,1397715000
3900,Yu Renrong,57,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3900,Zhu Baoguo & family,60,China,Healthcare,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3800,Rahul Bhatia,63,India,Service,FALSE,Split Family Fortune,M,"$2,611,000,000,000 ",49.7,1366417754
3800,Francesco Gaetano Caltagirone,80,Italy,Construction & Engineering,TRUE,D,M,"$2,001,244,392,042 ",59.1,60297396
3800,Barry Diller,81,United States,Media & Entertainment,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3800,Wesley Edens,61,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3800,Stephen Feinberg,63,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3800,Rakesh Gangwal,69,United States,Service,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3800,Joseph Grendys,61,United States,Food & Beverage,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3800,Martha Ingram & family,87,United States,Media & Entertainment,FALSE,D,F,"$21,427,700,000,000 ",36.6,328239523
3800,Li Xiang,41,China,Automotive,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3800,"H. Ross Perot, Jr.",64,United States,Real Estate,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
3800,Chandru Raheja,82,India,Real Estate,FALSE,U,M,"$2,611,000,000,000 ",49.7,1366417754
3800,Trevor Rees-Jones,71,United States,Energy,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3800,Yasumitsu Shigeta,58,Japan,Telecom,TRUE,U,M,"$5,081,769,542,380 ",46.7,126226568
3800,Su Qingcan,54,China,Healthcare,TRUE,N,M,"$19,910,000,000,000 ",59.2,1397715000
3800,Steven Udvar-Hazy,77,United States,Service,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3800,Elizabeth Uihlein,77,United States,Manufacturing,TRUE,N,F,"$21,427,700,000,000 ",36.6,328239523
3800,Richard Uihlein,77,United States,Manufacturing,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
3700,Hayes Barnard,51,United States,Finance & Investments,TRUE,N,M,"$21,427,700,000,000 ",36.6,328239523
3700,William Berkley,76,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3700,Charles Cohen,71,United States,Real Estate,FALSE,U,M,"$21,427,700,000,000 ",36.6,328239523
3700,Yakir Gabay,56,United Kingdom,Real Estate,TRUE,D,M,"$2,827,113,184,696 ",30.6,66834405
3700,Huang Li,59,China,Technology,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3700,Brad Jacobs,66,United States,Logistics,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3700,Ji Qi,56,China,Real Estate,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
3700,Jason Jiang,50,China,Media & Entertainment,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3700,Jim Kavanaugh,60,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3700,Richard LeFrak & family,77,United States,Real Estate,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
3700,Mikhail Lomtadze,47,Kazakhstan,Finance & Investments,TRUE,U,M,"$180,161,741,180 ",28.4,18513930
3700,Tom Morris,68,United Kingdom,Fashion & Retail,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
3700,Shigenobu Nagamori,78,Japan,Manufacturing,TRUE,D,M,"$5,081,769,542,380 ",46.7,126226568
3700,Daniel Och,62,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3700,Horst Paulmann & family,88,Chile,Fashion & Retail,TRUE,U,M,"$282,318,159,745 ",34,18952038
3700,Anthony Pritzker,62,United States,Service,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
3700,John Sall,75,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3700,Howard Schultz,69,United States,Food & Beverage,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3700,Richard Schulze,82,United States,Fashion & Retail,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3700,Yitzhak Tshuva,74,Israel,Real Estate,TRUE,D,M,"$395,098,666,122 ",25.3,9053300
3700,Wang Yanqing & family,56,China,Manufacturing,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3600,Rajiv Bajaj,56,India,Diversified,FALSE,Split Family Fortune,M,"$2,611,000,000,000 ",49.7,1366417754
3600,Sanjiv Bajaj,53,India,Diversified,FALSE,Split Family Fortune,M,"$2,611,000,000,000 ",49.7,1366417754
3600,Leonid Boguslavsky,71,Italy,Finance & Investments,TRUE,D,M,"$2,001,244,392,042 ",59.1,60297396
3600,Jim Coulter,63,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3600,Nicolas D'Ieteren,47,Switzerland,Automotive,FALSE,N,M,"$703,082,435,360 ",28.8,8574832
3600,Bob Gaglardi,82,Canada,Real Estate,TRUE,U,M,"$1,736,425,629,520 ",24.5,36991981
3600,Jaime Gilinski Bacal,65,United Kingdom,Finance & Investments,FALSE,D,M,"$2,827,113,184,696 ",30.6,66834405
3600,Alan Howard,59,Switzerland,Finance & Investments,TRUE,U,M,"$703,082,435,360 ",28.8,8574832
3600,Huang Yi,61,China,Automotive,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3600,Peter Kellogg,80,United States,Finance & Investments,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
3600,Vyacheslav Kim,53,Kazakhstan,Finance & Investments,TRUE,U,M,"$180,161,741,180 ",28.4,18513930
3600,Josh Kushner,37,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3600,"Stephen Mandel, Jr.",67,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3600,Mohamed Mansour,75,United Kingdom,Diversified,TRUE,U,M,"$2,827,113,184,696 ",30.6,66834405
3600,Masahiro Miki,67,Japan,Fashion & Retail,TRUE,U,M,"$5,081,769,542,380 ",46.7,126226568
3600,Masahiro Noda,84,Japan,Technology,TRUE,U,M,"$5,081,769,542,380 ",46.7,126226568
3600,Cliff Obrecht,37,Australia,Technology,TRUE,D,M,"$1,392,680,589,329 ",47.4,25766605
3600,Melanie Perkins,35,Australia,Technology,TRUE,D,F,"$1,392,680,589,329 ",47.4,25766605
3600,J.B. Pritzker,58,United States,Finance & Investments,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
3600,Juan Roig,73,Spain,Fashion & Retail,FALSE,D,M,"$1,394,116,310,769 ",47,47076781
3600,Jerry Speyer & family,82,United States,Real Estate,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3600,Lawrence Stroll,63,Switzerland,Fashion & Retail,TRUE,U,M,"$703,082,435,360 ",28.8,8574832
3600,Wang Junlin,60,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3600,Xia Zuoquan,61,China,Automotive,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
3600,Zeng Fangqin,57,China,Technology,TRUE,D,F,"$19,910,000,000,000 ",59.2,1397715000
3600,Zhang Jian,54,China,Manufacturing,TRUE,U,M,"$19,910,000,000,000 ",59.2,1397715000
3500,Rocco Basilico,33,United States,Fashion & Retail,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
3500,Maurizio Billi,65,Brazil,Healthcare,FALSE,U,M,"$1,839,758,040,766 ",65.1,212559417
3500,Fashu Chen,62,China,Finance & Investments,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3500,Giuseppe Crippa & family,87,Italy,Manufacturing,TRUE,U,M,"$2,001,244,392,042 ",59.1,60297396
3500,Daniel D'Aniello,76,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3500,Claudio Del Vecchio,66,United States,Fashion & Retail,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
3500,Clemente Del Vecchio,18,Italy,Fashion & Retail,FALSE,N,M,"$2,001,244,392,042 ",59.1,60297396
3500,Leonardo Maria Del Vecchio,27,Italy,Fashion & Retail,FALSE,N,M,"$2,001,244,392,042 ",59.1,60297396
3500,Luca Del Vecchio,21,Italy,Fashion & Retail,FALSE,N,M,"$2,001,244,392,042 ",59.1,60297396
3500,Marisa Del Vecchio,64,Italy,Fashion & Retail,FALSE,N,F,"$2,001,244,392,042 ",59.1,60297396
3500,Paola Del Vecchio,61,Luxembourg,Fashion & Retail,FALSE,N,F,"$71,104,919,108 ",20.4,645397
3500,Walter P.J. Droege,70,Germany,Finance & Investments,TRUE,D,M,"$3,845,630,030,824 ",48.8,83132799
3500,Fan Daidi,57,China,Fashion & Retail,TRUE,N,F,"$19,910,000,000,000 ",59.2,1397715000
3500,Peter Gassner,58,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3500,Mikhail Gutseriev,65,Russia,Energy,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
3500,Leng Youbin,54,China,Food & Beverage,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3500,Daniel Loeb,61,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3500,Margarita Louis-Dreyfus & family,60,Switzerland,Food & Beverage,FALSE,D,F,"$703,082,435,360 ",28.8,8574832
3500,Prasert Prasarttong-Osoth,90,Thailand,Healthcare,TRUE,U,M,"$543,649,976,166 ",29.5,69625582
3500,Ira Rennert,88,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3500,Dirk Rossmann & family,76,Germany,Fashion & Retail,TRUE,U,M,"$3,845,630,030,824 ",48.8,83132799
3500,Arkady Rotenberg,71,Russia,Construction & Engineering,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
3500,Remo Ruffini,61,Italy,Fashion & Retail,TRUE,U,M,"$2,001,244,392,042 ",59.1,60297396
3500,Vivek Chaand Sehgal,66,India,Automotive,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
3500,Scott Shleifer,45,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3500,Thomas Siebel,70,United States,Technology,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3500,Wim van der Leegte & family,75,Netherlands,Manufacturing,FALSE,U,M,"$909,070,395,161 ",41.2,17332850
3500,Xiao Yongming & family,58,China,Diversified,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3500,Michael Xie,54,United States,Technology,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3500,Yang Shaopeng,65,China,Logistics,TRUE,D,M,"$19,910,000,000,000 ",59.2,1397715000
3500,Barry Zekelman,56,Canada,Manufacturing,FALSE,U,M,"$1,736,425,629,520 ",24.5,36991981
3400,William Ackman,56,United States,Finance & Investments,TRUE,U,M,"$21,427,700,000,000 ",36.6,328239523
3400,Somphote Ahunai,55,Thailand,Energy,TRUE,D,M,"$543,649,976,166 ",29.5,69625582
3400,Igor Altushkin,52,Russia,Metals & Mining,TRUE,U,M,"$1,699,876,578,871 ",46.2,144373535
3400,Ramon Ang,69,Philippines,Food & Beverage,TRUE,U,M,"$376,795,508,680 ",43.1,108116615
3400,Acharya Balkrishna,50,India,Food & Beverage,TRUE,U,M,"$2,611,000,000,000 ",49.7,1366417754
3400,Markus Blocher,52,Switzerland,Manufacturing,FALSE,U,M,"$703,082,435,360 ",28.8,8574832
3400,Cho Jung-ho,64,South Korea,Finance & Investments,FALSE,U,M,"$2,029,000,000,000 ",33.2,51709098
3400,Alessandra Garavoglia,63,Italy,Food & Beverage,FALSE,U,F,"$2,001,244,392,042 ",59.1,60297396
3400,Laurence Graff & family,84,Switzerland,Fashion & Retail,TRUE,E,M,"$703,082,435,360 ",28.8,8574832
3400,"Amos Hostetter, Jr.",86,United States,Media & Entertainment,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3400,Robert Johnson,75,United States,Sports,FALSE,N,M,"$21,427,700,000,000 ",36.6,328239523
3400,Steven Klinsky,66,United States,Finance & Investments,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3400,William Lauder,62,United States,Fashion & Retail,FALSE,D,M,"$21,427,700,000,000 ",36.6,328239523
3400,John Middleton,68,United States,Food & Beverage,FALSE,E,M,"$21,427,700,000,000 ",36.6,328239523
3400,Hiroshi Mikitani,58,Japan,Fashion & Retail,TRUE,D,M,"$5,081,769,542,380 ",46.7,126226568
3400,Bob Parsons,72,United States,Technology,TRUE,E,M,"$21,427,700,000,000 ",36.6,328239523
3400,J. Joe Ricketts & family,81,United States,Finance & Investments,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3400,Herb Simon,88,United States,Real Estate,TRUE,D,M,"$21,427,700,000,000 ",36.6,328239523
3400,Leena Tewari,65,India,Healthcare,FALSE,D,F,"$2,611,000,000,000 ",49.7,1366417754
